Frame,Theta,GMNIA_ALR_H,GMNIA_ALR_V,GNA_ALR_H,GNA_ALR_V,GNA_Notional_Loads_ALR_H,GNA_Notional_Loads_ALR_V,GMNIA_del2_over_del1,GNA_del2_over_del1,GNA_Notional_Loads_del2_over_del1
W8X31_x_1X2.1335999999999995,31.0,4.2592775566192085,2.5592321492804126,4.477417162591993,2.6903036479596483,4.411939862287812,2.6509609167666244,1.0894831157415408,1.0945043048388092,1.0929922246370876
W8X31_x_1X2.1335999999999995,32.0,4.2150168078639005,2.6338348210168374,4.433253836249812,2.77020445150696,4.3690080080339975,2.7300592024668657,1.092335327019684,1.0975882306558,1.0960365541141228
W8X31_x_1X2.1335999999999995,33.0,4.170720442942314,2.7084975247508236,4.389007760489124,2.8502549662644387,4.325984166949701,2.809326966069343,1.095204991100361,1.10069560531922,1.099104656464995
W8X31_x_1X2.1335999999999995,34.0,4.126561572463659,2.7834009259014145,4.344651656640677,2.930504545117695,4.282841733687805,2.8888132256606083,1.0980992654955424,1.1038286132468114,1.1021987035624552
W8X31_x_1X2.1335999999999995,35.0,4.083313278476789,2.8591667384612514,4.30015797568733,3.011003030068874,4.239553811008807,2.9685675371140694,1.1010426403092073,1.106989506566967,1.1053209360790084
W8X31_x_1X2.1335999999999995,36.0,4.03992518744547,2.9351774586391626,4.2554988291595155,3.0918008772614067,4.196093141936064,3.0486401190881853,1.1040116031847556,1.1101806119918936,1.1084736703879643
W8X31_x_1X2.1335999999999995,37.0,3.9963700448785113,3.0114808330276874,4.210645918242316,3.1729492852402963,4.152432040010389,3.1290819815264364,1.107008322851749,1.113404338127662,1.111659305910302
W8X31_x_1X2.1335999999999995,38.0,3.952620181510271,3.0881253348543467,4.165570460705881,3.2545003271504696,4.108542317258745,3.2099450583688593,1.1100350429524959,1.116663183272275,1.1148803329592296
W8X31_x_1X2.1335999999999995,39.0,3.9086474415985863,3.165160289595049,4.120243115250894,3.3365070876118286,4.064395209470766,3.2912823452237028,1.113094089236439,1.119959743757974,1.118139341139603
W8X31_x_1X2.1335999999999995,40.0,3.8644231086165752,3.242636005153126,4.074633902836927,3.4190238050529063,4.019961298351757,3.3731480427938987,1.1161878772498641,1.1232967228999446,1.121439028365394
W8X31_x_1X2.1335999999999995,41.0,3.8199178279116794,3.3206039073513898,4.028712124533236,3.5021060203361762,3.9752104300914315,3.45559770690722,1.119318920577609,1.1266769406201869,1.1247822105652439
W8X31_x_1X2.1335999999999995,42.0,3.775101525876864,3.399116681534475,3.982446275398549,3.585810732567723,3.930111629853454,3.5386884060620254,1.122489839699505,1.1301033438229897,1.1281718321539658
W8X31_x_1X2.1335999999999995,43.0,3.7299433251457095,3.4782284211368477,3.935803953858261,3.6701965630530857,3.884633011651333,3.622478887473247,1.1257033715311482,1.1335790176070903,1.1316109773567817
W8X31_x_1X2.1335999999999995,44.0,3.6844114552847542,3.557994784139082,3.8887517660034043,3.7553239284406725,3.8385645603761165,3.7068587073274664,1.1289623797264483,1.1371071974095204,1.1350957964143322
W8X31_x_1X2.1335999999999995,45.0,3.6384731584123253,3.6384731584123244,3.8412552241853692,3.8412552241853684,3.7919401196677924,3.791940119667792,1.1322698658283565,1.1406912821874549,1.1386316250548514
